Comment,Compound,Positive,Negative,Neutral
Trump is a lame duck president,-0.4215,0.0,0.412,0.588
We do not care what the RINOS think.,-0.3875,0.0,0.273,0.727
Cabinet of slime balls.,0.0,0.0,0.0,1.0
This selection exposed early who may or may not   stand behind Trump's agenda.,-0.0772,0.0,0.098,0.902
Excellent Choice............,0.5719,0.787,0.0,0.213
I bet my life their sources are ANONYMOUS 🥴🥴🥴🥴🥴🥴🧂🧂🧂🧂🧂🧂🧂🧂🧂,0.0,0.0,0.0,1.0
PIZZA GATEZ😂,0.0,0.0,0.0,1.0
"DOJ set Matt Gaetz up because Gaetz went after Hunter Biden and his laptop. Yet the MSM gives the proven pervert Hunter a pass. Lawfare, extortion, blackmail are real at the DOJ",-0.5106,0.0,0.099,0.901
DISCUSSING 😡😠🤬,0.0,0.0,0.0,1.0
Please STOP perpetuating the be;lief that this woman will RESTRAIN A DAMN THING,-0.6207,0.13,0.36,0.509
🤡🤡🤡🤡🤡,0.0,0.0,0.0,1.0
Do you hear that noise? That’s the document shredders at Garland’s corrupt DOJ trying to destroy evidence of their crimes. 🤬,-0.5423,0.0,0.156,0.844
I'd bet it's a Koo just like it all was for Trump. Gates gets my vote,0.3612,0.152,0.0,0.848
DeSantis can control Gaetz,0.0,0.0,0.0,1.0
Trump had a right not fear he's being spied on by his ppl. Hus Presidency his choice. Deal with it,0.3875,0.127,0.0,0.873
Where I live in Alaska and as far as I'm concerned you can ignore whatever Lisa murkowski says. She's a Republican supposedly to votes against Republicans every session..,-0.3612,0.0,0.091,0.909
"HE IS PERFECT.  Need someone  fearless in that potion.. They are coming  at him with all guns blazing, and he can stand toe to toe with any of these corrupt  organizations!!! ITS EXACTLY  WHAT WAS VOTED FOR!!!",0.8591,0.195,0.0,0.805
He's so creepy looking,0.0,0.0,0.0,1.0
The people want revenge for the years of illegal activity from the democratic party and / or the left!!!,-0.7074,0.155,0.304,0.541
Who is more incompetent? Merrit Garland or Matt Gaetz?,-0.5794,0.0,0.319,0.681
He knows gates has a  bone to pick,0.0,0.0,0.0,1.0
I like how you quickly dismiss the DOJ case. The reasons the DOJs (Merick Garland who is prosecuting Trump) case didn’t go anywhere is because it was a nothing burger!,0.4199,0.094,0.0,0.906
911 😡,0.0,0.0,0.0,1.0
LOVE GATES. GREAT CHOICE ❤🎉😂😂😂,0.8949,0.765,0.0,0.235
He won’t get the job congress needs to approve and vast majority oppose him being picked,0.0,0.0,0.0,1.0
Drain the swamp!,0.0,0.0,0.0,1.0
HARRIS has/had absolutely no experience as a VICE PRESIDENT and she continues to demonstrate that.   Have we so forgotten!,-0.6458,0.0,0.248,0.752
"So the news agency who spreads misinformation about Trump because they favor the Democrats and actually had to edit an interview for Kamala because she fails at everything she does is gonna tell us why Trump chose Gaetz. Really? Go report on Kamalas $20 million debt situation or why she had to pay celebrities to be at her rallies. The word is out, CBS along with all the other woke agencies can't report news without pushing the lefts agenda. Try if you must but people don't trust you.",-0.7354,0.02,0.107,0.873
"NEVER FORGET 
Joe Biden employed men wearing women's dressers Levin 
also a guy stealing luggage at airports looking for women's clothing 😂😂😂",-0.3594,0.089,0.149,0.763
Susie Wiles doesn't have much control over Trump.,0.0,0.0,0.0,1.0
"Gaetz was investigated by the House Ethnics Committee and found not guilty. 
The more the Democrats attack  President Trump's
Picks the it confirms he is the right man for the job. WINNERS are GRINNERS and Democrats are sore losers.",0.0604,0.183,0.179,0.638
"Inbound wrecking ball headed towards the swamp ... if establishment is upset with it, its likely a great pick.",0.3612,0.181,0.115,0.705
Biased news network. You can tell by the words and their tone when speaking about trump’s picks,-0.2732,0.0,0.116,0.884
"Unqualified? 
Now let's discuss what AOC was doing before taking office.",0.0,0.0,0.0,1.0
Swamp is very afraid of him that makes sense to me👍👍👍,0.0,0.0,0.0,1.0
"Well, the whole country got going in the toilet. I hope if everything goes to blaze.",0.6124,0.278,0.0,0.722
"The American people gave trump a mandate to do what he believes wil save the country forward, give him what he wants and judge him after 4 years... simple 🤷",0.4939,0.11,0.0,0.89
Okay,0.2263,1.0,0.0,0.0
Matt will put all of them in jail,0.0,0.0,0.0,1.0
ABC news doesnt like Trumps picks? 😂 MOAR please! America is cheering!,0.6217,0.38,0.129,0.491
"ABC is the absolute worst at the ""news thing""",-0.6249,0.0,0.339,0.661
This has to be the most convoluted election America has ever seen😮,0.0,0.0,0.0,1.0
"Great pick, President Donald Trump! Matt Gates is an awesome person for this position.  Looking forward to seeing what he is going to do!",0.8684,0.285,0.0,0.715
"Well let's hope that it's better than it is worse. Finally some government corruption might actually get charged. Did Biden's department of justice think they what, could just go after Trump forever with no recourse?",0.6369,0.244,0.153,0.603
Don't Miss Return New Episode of Spongebob Squarepants Season 15 Coming December on Nickelodeon,0.1139,0.1,0.0,0.9
"Talk  about being caught off guard

The whole left of Centre political class",0.0,0.0,0.0,1.0
Thinking stinking? Trump wants him to do what Trump wants...to do his job! That enough to put everyone on notice?,-0.6189,0.0,0.176,0.824
"Matt gaetz for attorney general 
Is he qualified ?

Obviously not
But the cadre … like a Mexican cartel",0.5023,0.178,0.0,0.822
“Raised some eyebrows “ 😂😂😂😂😂,0.0,0.0,0.0,1.0
Perfect choice.  What is needed for our next AG is a WRECKING BALL.  And that wrecking ball is named Matt Gaetz.,0.5719,0.163,0.0,0.837
"Who does Murkowski ot these smug blowhards think they are???? Trump is dead serious and Matt Gaetz is our next Attornet General!!!!!!!!!!!! Merrick Garland, YOU'RE FIRED!!!🧡💯",-0.7862,0.055,0.238,0.707
"Gaetz will not pass Confirmation in Swnate . Many are against this pick as ludicrous Gaetz is extremely under qualified ,inexperienced for a Huge task . Doesn’t have the appropriate amount of Legal Experience and has a dark and shady reputation for this post hanging over him .",0.0772,0.082,0.054,0.864
GAETZ  IS  PERFECT!  😂,0.6114,0.666,0.0,0.334
Matt Gaetz is the way to go for Attorney General !,0.0,0.0,0.0,1.0
"All this idiots who told us that Biden it’s fit to run the country and Kamala is capable now tell us how bad Gaetz is bed yet we believe you,",0.1531,0.143,0.098,0.758
Do people really not understand the power of recess appointments or the power to adjourn congress at any time  JD Vance can also come in and tske Thines sest at any point.  They can't stop Trump,0.2235,0.051,0.0,0.949
"No one believes this lady. 😂 The idea that he made a spur of the moment to discredit the pick is exactly why these networks are losing viewers. If these pundits were smart they’d be more discreet. These people are blowing their cover just as they did with the “threat to democracy” talk. They are projecting and gas lighting and due to how much credibility they’ve lost, they are only highlighting that these are actually good picks for Americans and bad picks for the politicians opposed to the pick. They will never learn 🤦🏽‍♂️",-0.6124,0.055,0.104,0.841
"Let’s all say a prayer for ABC. They had a great run.
Jesus love you🕊",0.8519,0.43,0.0,0.57
"If Gaetz doesn't get confirmed, tell 47 to prepare Mike Davis as AG! They cannot say NO twice...( They would beg 47 to renominate Gaetz in 2 seconds) !!!",0.5571,0.118,0.0,0.882
Max Payne as attorney general. what a year,0.0,0.0,0.0,1.0
He's the perfect pick the DOJ and their dogs tried to destroy him with false accusations by liars paid to give false witnesses after he destroyed Mayorkas and Garland under oath. The ethics investigation was based on the DOJs swamp monster war against him the R RINOS jumped at the chance to use the ethics committee because he got rid of McCarthy.  😂😂😂,-0.891,0.074,0.212,0.714
Open votes ! No secret government please ! Expose the corrupt!,-0.3348,0.177,0.36,0.462
Haha were they on tbe plane ? Hahaha she was in “another part of the plane “lol I’m dying,0.765,0.292,0.0,0.708
😮🤔🤔Trump is like Heavy weight champ who is unbeaten and delivers knockouts to every opponent!!  HE is the Political MIKE TYSON!🥊🥊🥊🥊🥊🥊🥊🥊,0.7562,0.254,0.0,0.746
The fact theyre this upset over this pick says its the right one.,-0.4588,0.0,0.2,0.8
"ABC , All Bull Crap 💩",-0.3818,0.0,0.464,0.536
For you don’t call  Trump… is President Trump!! OKkkk,0.0,0.0,0.0,1.0
ABC YOUR STILL SO WRONG,-0.5256,0.0,0.459,0.541
We need more like  Gaetz and Green!! So tired of these spineless politicians!,-0.3129,0.156,0.228,0.616
"Uh oh, Matt! Here comes the House Ethics committee! But wait! Your ass got saved just in the Nick of time by Trump. We’d better make you Attorney General. Damn clown car cabinet.",-0.3871,0.165,0.201,0.634
"Matt Gaetz says in House hearings against present A.G.  --- Sir I can read your Mind & this or that is what you think, and this is what you are aware of.  And now let me
tell you I know what  you wouldn't yourself do, but I do know what books you have read.  Also do you know where my Aunt had dinner 9 weeks ago?  And shut up, no OR
Yes?  Why is it U do not know that, and reply to the words I put in your mouth.  Why do you deny what I say you think, Why are U ignoring my ""If,""s Questions too?",-0.7536,0.033,0.093,0.874
Why isn't Gaetz in prison for taking underage girls across state lines for sex? What in the hell is going on?!,-0.5499,0.1,0.195,0.705
And these are the same nut jobs who thought it was a good idea to first install a senile elder then boot him for a DEI hire whos race seems to suit any audience.This is why nobody watches woke media but woke,0.2382,0.049,0.0,0.951
It takes criminals to prosecute other criminals.,-0.8779,0.0,0.716,0.284
These leftys hate everybody!! FABC,-0.6467,0.0,0.517,0.483
"So,ABC, have fun quoting RINOs.",0.5106,0.452,0.0,0.548
"If I wanted to clean house in these unelected, all blue, corrupt, deep state agencies....I'd appoint the same people as Trump.  Hopefully they'll resign before the new Sheriff gets to town.",0.4588,0.155,0.069,0.776
Abc is biased. If only they would just report the news...,-0.2732,0.0,0.174,0.826
"So,",0.0,0.0,0.0,1.0
Trumps pick for AG an Elon pick?,0.0,0.0,0.0,1.0
"The Accusations against Gaetz were ALREADY proven to be nothing more than an Extortion Attempt...  That the family REFUSED to pay
THAT was why there was never any Charges.   Garland and the FBI were Violating SCOTUS Case Law 1964 Sullivan vs US.
Which prohibits Federal Agencies from getting involved in local  Public Meetings with elected official's.    Even if there were violence.
It would be entirely a local Police Matter.",-0.9012,0.041,0.182,0.778
Interesting that you’re protecting the COS. Very interesting.,0.6901,0.487,0.0,0.513
So far Trump has picked those a lot younger than he is. A new government turned over to a younger generation.,0.0,0.0,0.0,1.0
"This is what Republicans think is qualified to be AG  😂 :  Knowing he’s guilty, Republican Congressman Gaetz sought a pardon from Trump for Gaetz having sex with an underage girl + sex trafficking. Investigation started by AG Barr. 😭😂",-0.128,0.059,0.072,0.87
Go MATT!!! ✌️✌️,0.0,0.0,0.0,1.0
ABC your fake news political hacks your control by the Democrat party in the Democratic corporate elite American people have spoken,-0.1027,0.109,0.125,0.766
"Democrats; You lost, get a grip. Have some self respect. Try to keep your dignity!",0.5848,0.314,0.119,0.567
If you believe anything ABC is reporting on what Republican insiders are saying about Trump's decisions... then you are a fool,-0.4404,0.0,0.132,0.868
Hillary was absolutely 100% right! Deplorable!,0.0,0.0,0.0,1.0
Let’s gooo🎉🎉🎉🎉🎉,0.0,0.0,0.0,1.0
Democrats are terrified of Matt,-0.6124,0.0,0.5,0.5
Just ABC propaganda,-0.25,0.0,0.5,0.5
leave Gaetz alone he will get the corrupt people in the D O J .,-0.296,0.0,0.262,0.738
Why would you drain a swamp?,0.0,0.0,0.0,1.0
"Quid pro quo: ""Bury my DOJ investigations and you can bury yours""",0.0,0.0,0.0,1.0
Rats scurrying about 😂😂😂 i love it,0.6369,0.457,0.0,0.543
"Because he will exspose all you corrupt, lying evil doers. God bless Matt, Trump and all the Trump party. They weaponized the judicial system is the only reason they had problems.",-0.5994,0.176,0.244,0.58
"ABC definitely doesn't have any ""inside"" info. All they have is their own corporate shill, bought and paid for opinions. You and your fart sniffing ilk have done more damage to the country than 45-47 could ever do. Even if he was what you and your shill colleagues claim he is. Congratulations! Youre irrelevant",0.5266,0.112,0.057,0.831
"MSM- Remember everyone… a trump decision = bad, no matter what.",-0.6808,0.086,0.445,0.469
Gaetz Resigns 2 Days before the Release off his Child Sex Trafficking Ethics Report. Unfit for Congress but OK for Trump's Attorney General,0.5022,0.153,0.065,0.783
Matt is just proof the FBI doesn't do anything about a certain group of people.,0.2732,0.139,0.0,0.861
Ok that does it for me ! ABC newa thinks Matt Gaetz is not qualified to be A.G. Now I know Trump made the right choice !,0.4184,0.108,0.0,0.892
Not voting for Matt will be a political death sentence for them.,-0.5574,0.092,0.275,0.634
"Why mess around until after the election to report their findings on Gaetz?

Same as the border wall.  Why didn’t it get the priority to complete it before Trump finished his first term",-0.3612,0.0,0.072,0.928
Who gives a rats😮,0.0,0.0,0.0,1.0
"RIP Legacy Media 
And good riddance.",0.4404,0.367,0.0,0.633
Is he Bevis or Butthead?,0.0,0.0,0.0,1.0
It's coming,0.0,0.0,0.0,1.0
So where’s the inside part of this vid?,0.0,0.0,0.0,1.0
It is completely about LOYALTY!,0.7007,0.546,0.0,0.454
"...and the media begins the narrative to drag him through the mud. WE DO NOT BELIEVE YOU, WE DON'T LIKE YOU, WE WANT GEATZ TO EXPOSE YOU ALL.",-0.593,0.062,0.209,0.729
Ha Ha Ha! Thease producers should read comments.  Mabey they will realize that they Have ZERO CREDIBILITY!!!,0.811,0.374,0.0,0.626
"We don't care what you think.  MSM IS #FakeNews
You're immoral, dishonorable liars.",-0.8413,0.0,0.474,0.526
Maybe his next pick will M. Taylor for education secretary,0.0,0.0,0.0,1.0
"Hey guys...I know Trump is a convicted felon and he made president but...I thought we all had an unspoken agreement that if you were caught anywhere near the kiddie pool (like Gaetz was), you're done. Did...we just forget that?",0.3182,0.078,0.046,0.876
You fools think you know what Trump is thinking😂😂😂 too funny!,-0.1511,0.188,0.227,0.585
"Everything is a fkn op-ed now. Just give the ""NEWS"" not your convoluted opinion",0.0,0.0,0.0,1.0
Wow it was a last minute decision and no one knew anything about it but trump told abc news all the details.....total bs.,0.2023,0.1,0.067,0.833
Ll probably give diddy a pardon and bring there freak show to the White House it’s already been disgraced once by the pig 🐷,-0.5574,0.085,0.217,0.699
How about Trump appoint his son to be the Vice President too,0.0,0.0,0.0,1.0
"Gaetz is a joke, but so is the media.",0.1531,0.186,0.0,0.814
AND??? Ya'll are going to a problem with EVERYONE HE CHOOSES.,-0.5007,0.0,0.265,0.735
"Current events. These powerful people, smart people, informed people just talk and talk and talk and talk and talk and nothing else. Ugh.",0.7803,0.281,0.0,0.719
Gaetz needs to expose the DOJ!,-0.2244,0.0,0.275,0.725
Wow what is stretch you guys are just mudslinging all the time no facts and you're just propagating lies there should be laws enacted that Talking Heads such as yourself should be under oath when this broadcasting the news and be held liable for perjury just like if you were a witness giving testimony  to Congress or in court,0.2023,0.127,0.115,0.758
Let the butthurt commence,0.0,0.0,0.0,1.0
Trump is the criminal Matt Gates is a criminal so it seems obvious why he made the choice doesn’t it and they’re both rapists so that would work wouldn’t it? why do people like this get away with everything? Why are we not prosecuting Trump and Matt Gates? Why are they not in jail? Why did they get special treatment? Why are we handling these rapists and serial criminals with kid gloves? Why are we doing this? We have people in this country that have smoked pot in or in jail. Why are they not in jail for trying to subvert 2020 election I don’t understand this country right now,-0.9506,0.041,0.159,0.8
Matt Gaetz can handle his words. He is opposite of the blibbering idiot that is currently in that position .,-0.5106,0.0,0.155,0.845
"Trumpet the felon, Gaetz the ChIld molester, and the list of.picks goes own. 😮amazing. a circus of doctored  experiences.  Follow the leader bankruptcy and corruption.",-0.5106,0.0,0.125,0.875
fake news,-0.4767,0.0,0.756,0.244
"Sick and tired of the sex scandals . So what if Gates was traveling on the same jet with a 17 year old girl. That doesn't mean he had sex with her !!. We can't allow these attacks to interrupt business in Washington DC. Nobody made a complaint,the Swamp decided to look for dirt on Gates. Stop this nonsense !!!.",-0.9581,0.033,0.307,0.66
China cuts off 34 billions U.S. Farming Industry.,-0.296,0.0,0.239,0.761
"What's ""inside"" Trump's choice for Gaetz? 
Lol the Democrats weaponized the DOJ against him with BS investigations like they did Trump, Patel, Mike Flynn etc. That's what's behind it and that's going to end!",0.68,0.149,0.0,0.851
I agreed with almost evey pick by Trump. But this guy?????? HELL TO THE NAW...He's bad business. GAETZ will cause nothing but strife and trouble. You better hide the younger woman. 😂,-0.9469,0.112,0.39,0.498
"My question is if confirmed, 
will Matt Gaetz's official Attorney General photo be used for National Sex Offender website? 🤔",-0.3612,0.0,0.122,0.878
Gaetz even looks evil!!,-0.717,0.0,0.624,0.376
"I don't like him, but the investigation against him WAS dismissed under a Biden DOJ and some of his acussors have subsequently been convicted of extortion. That tells me quite a lot!",-0.2136,0.0,0.062,0.938
Everybody’s got their own idea on who’s best for Attorney General. There’s nobody Trump could pick that everybody would like that’s why we have elections.,0.7717,0.226,0.0,0.774
"Legalize prostitution and meth 🎉🎉🎉
Hell yeah",-0.5267,0.186,0.39,0.424
Dumbbell..bunch evolving...Trump has no common sense for betterment  of our American Constitutional Democracy..& he wants an authoritarian dictatorship.  Very stupid.,-0.7089,0.0,0.247,0.753
Okay all this b******* about Matt gaetz is the same s*** using Law Firm against because they are he's like so oppositional to the Democrats that he's just like a trump so they had to use the law firm against them so all this b******* this dude saying at the end of this video is all lies all lies you know all these girlfriends and blah blah blah blah all lies to use the law weaponize the law against your political opponent there's no validity to any of it just the same s*** that there was no validity came with the and he was and he was president and he has the right to have that stuff at some level because he's president and he's you know he's going to have a library someday,-0.8176,0.047,0.127,0.826
"If you believe that the current administration Wouldn't put a Republican politician in jail I have free air to sell you.

There was no evidence or he would be in jail.",0.2732,0.102,0.068,0.831
They are all disgusting,-0.5267,0.0,0.531,0.469
He should lock himself up😂😂😂😂,0.0,0.0,0.0,1.0
Fantastic pick!!!🎉,0.6679,0.817,0.0,0.183
It just shows you who the rhinos are. They are all afraid of change. Never underestimate the least likely,0.2235,0.095,0.0,0.905
So the pedo is going to be the leader of the group that could send him to jail.,0.0,0.0,0.0,1.0
Amen,0.0,0.0,0.0,1.0
"Trump doesn’t think about anything he does. I don’t think there’s anything going on in there. It’s rash decisions all the way up and down as we’ve seen over his entire life. This will be great. It’ll just be great. Can’t you just tell what the space people are thinking, can’t you see whythey haven’t come down here to see where we’re up to",0.7579,0.116,0.038,0.846
We are headed for hell in America.,-0.6808,0.0,0.434,0.566
Matt Gaetz is a sociopath.,0.0,0.0,0.0,1.0
Maga will probably start giving pardons to fellow pedophiles now.,0.5574,0.365,0.0,0.635
😂😂😂 what information?? You dont know anything about who trump's going to pick for nothing going fowad 😂😂😂😂..,0.0,0.0,0.0,1.0
I just can't stomach Trump and all the sh..t he gets away with!!!,0.0,0.0,0.0,1.0
"You don’t have to get too far inside to see Trump’s middle finger to America. Gaetz is a toady, an A kisser of the highest order who will do Trump’s bidding at DOJ, if it gets that far. He’s no one’s favorite in either party.  No wonder Trump wanted his picks to have a go around with congressional approval.",0.7964,0.175,0.067,0.759
Love all these comments on an ABC news clip. Majority of people have woken up,0.6369,0.231,0.0,0.769
Child predator tries to save a child predator by appointing him to a position for which he is not qualified.,0.4939,0.158,0.0,0.842
"The more the system pushes back, the more I love the pick.",0.6697,0.31,0.0,0.69
Add Ted Cruz too. 🤦‍♂️🤦‍♂️,0.0,0.0,0.0,1.0
Like ABC knows.,0.3612,0.556,0.0,0.444
"Always Broadcasting Crap's (ABC) rebuttal to Gaetz: 

1. Women said things with no substantive evidence, hence no criminal prosecution. #believeallwomen
2. Alaskan Republican representative says he's not serious and this position is serious and they want somebody serious.......... yep... she said that. 

Mighty fine journalism there. I'm not saying he's perfect or I even like him, but oh my goodness, you have to at least try to put some effort into your so-called journalism.",0.0059,0.128,0.116,0.756
Trump's motives in picking Gaetz are simple: dissolve the weaponized agencies in the US government and prosecute the partisan criminals,-0.7506,0.0,0.262,0.738
"lol…how does it feel to be such a useless company, ABC?",-0.4215,0.0,0.237,0.763
"The dems have ruthlessly gone after Trump supporters, trying to ruin them, jail them and bankrupt them with an activist DOJ,  dem prosecutors and judges. Time for a whole bunch of lawyers to lose their priviledge of practicing law.",-0.802,0.062,0.215,0.723
Syndrome don't need to be nowhere near the AG's office,0.0,0.0,0.0,1.0
Corruption.,0.0,0.0,0.0,1.0
"His expertise,  17 year olds.",0.0,0.0,0.0,1.0
Matt gates  seems  sus,0.0,0.0,0.0,1.0
Feckin clown show.,0.0,0.0,0.0,1.0
"MATT CASE WAS DROPPED 

If a case is dropped its not a case.

Lisa should STFU.

She has not had an opinion in 6year",0.0,0.0,0.0,1.0
Waiting for Alex Jones to be the Press Secretary pick 😂,0.0,0.0,0.0,1.0
"Garland, you're fired!",-0.5983,0.0,0.661,0.339
"DON'T trust Matt Gaetz,,,",-0.4023,0.0,0.474,0.526
The confirmation process will be brutal. I doubt he will ever be approved.,-0.5859,0.152,0.359,0.489
Quagmire Matt gaetz giggity giggity👕,0.0,0.0,0.0,1.0
Turn on the lights watch the cockroaches scatter!!!! 😂😂😂😂😂😂😂😂😂😂😂😂,0.0,0.0,0.0,1.0
ABC are such liars and they will do anything to spread lies! Shut down your network!,-0.7772,0.0,0.326,0.674
I voted for President Trump (both times) and completely support him but I question this appointment and know there were much better candidates. I do question if it had to do with his investigation,0.7047,0.168,0.0,0.832
The rats are scurrying!!  MAGA!!!,0.0,0.0,0.0,1.0
"Lawfar is a weapon the Swamp monsters will use to go after Trump and his administration. Trump said he was going to drain the swamp, and he's keeping his word !!!",-0.4724,0.0,0.096,0.904
How many recorded DUIs does he have?    Would not qualify for any high clearance government job if not appointed by Trump.,0.0,0.0,0.0,1.0
A literal S.O. who stepped down to avoid investigation,-0.296,0.0,0.239,0.761
America sees through your lies media. That's why you lost and your ratings are plummeting.,-0.6249,0.0,0.282,0.718
"Without trump, this country wouldn’t be worrying about the future. No trump, No problems. Do the math.",-0.8176,0.0,0.422,0.578
"Someone on that committee will get hacked, then the leak will inform us",-0.6249,0.0,0.317,0.683
Is this a news channel or an opinionated talk show?,0.0,0.0,0.0,1.0
"‘Ah, you loved me as a loser, but now you're worried that I just might win
You know the way to stop me, but you don't have the discipline’

Thanks corporate media 💔",0.6908,0.266,0.18,0.554
"I do find it funny that they have a problem with Matt Gaetz,but not a problem with John Fetterman!! 🤔",-0.4738,0.133,0.273,0.594
"Trump is a criminal and he is surrounding himself with criminals like him. I think Trump's choices aren't good for all Americans. I hope someone stops Trump he is a criminal and an idiot and should not be president. God help us if he is sworn in. For those latinos that voted for Trump, he is coming for you to harm you as much as he can.",-0.9327,0.097,0.278,0.625
It would be wonderful to see the new president elect put the country first instead of himself. Matt Gaetz is loyal to trump. What ever happened to that thing called loyalty to the constitution?,0.8834,0.249,0.0,0.751
"Trump needs to get people that aren't there just to ""Get"" Him. Democrats that just don't like Trump and are there to put him in jail has got to stop. We want Trump to Save the country, not fight fake lawsuits.",0.6566,0.218,0.088,0.694
"Hello.
So. Yeah.
A P doe as attorney general...
Makes sense. Trump's one top.
That's why his bestie was ol Jeff E.
And your reporting it like it's totally normal.?
Who are you?

Good luck.",0.9012,0.318,0.0,0.682
best pick ever for ag. the evil folks hate him. lmao! this guy just said it himself. it's abc. ha ha,0.6239,0.363,0.223,0.413
Seething democrats are so hot right now.,0.0,0.0,0.0,1.0
"If I was Trump I would use the mainstream corrupt media to help me make my choices. Leak a name and measure how much they freak out and how much negative stuff comes out about the candidate, then add 10 points if the media hates on them. Subtract 10 points if the media is silent or likes them.",-0.7506,0.083,0.179,0.738
‼️AIPAC 👈🤡,0.0,0.0,0.0,1.0
Who thinks ABC News is a joke?,0.296,0.306,0.0,0.694
"And fake news abc knows the seating arrangements aboard Trump 1 exactly how? How do they know where President Donald J Trump, Matt, and his COS were seated? Can they please explain THAT?",-0.3049,0.112,0.088,0.799
I really like Matt Gaetz.  Watching Congressional hearings he’s a bulldog interrogating people.  He’s a great speaker.  I love all his selections so far.,0.902,0.395,0.0,0.605
This guy will NEVER Get confirmed.,0.0,0.0,0.0,1.0
This SOB needs to be in prison. Sexual assault on minor girls. Lord help our country.,-0.7983,0.11,0.401,0.489
Great pick Mr. President!,0.6588,0.594,0.0,0.406
"Josh Hawley, lawyer... would have been great...already served as the 42nd attorney general of Missouri from 2017 to 2019! Highly intelligent, very vocal in congress, takes no non sense, fearless, logical, rational, pro justice! No skeletons...Great pick if Gaetz is not confirmed!",0.7946,0.202,0.085,0.713
"They don't want someone like Matt appointed bc he will actually prosecute crimes- many of those crimes those who disapprove are guilty of. 
We the Peoplecwant MATT!!! 
GET IT DONE!",-0.8402,0.0,0.278,0.722
"You have no idea why he picked him, I think I have a clue all the BS that was done from the justice department needs to be exposed",0.2263,0.118,0.121,0.761
It’s called “draining the swamp”. Love it!,0.6696,0.428,0.0,0.572
This is beyond the swamp. This is raw sewage back in the White House.,0.0,0.0,0.0,1.0
Legacy media is TRASH🤣,0.0,0.0,0.0,1.0
Love it the biggest bull mastiff king Corso you put on a Democrat party love it,0.9022,0.481,0.0,0.519
🤢🤮🤮🤮,0.0,0.0,0.0,1.0
A sex offender at the head of the country and he's going to Appoint another sex offender to head the department of Justice. Law and order my ass.,-0.6249,0.097,0.244,0.659
I bet it would kill these reporters to say something nice,-0.4404,0.181,0.303,0.516
Article 16 section 240-242 federal prison for everyone convicted for voter interference.,-0.5106,0.0,0.231,0.769
Abc is a joke,0.296,0.524,0.0,0.476
Trump is just sending PUTIN a little message….😂,0.0,0.0,0.0,1.0
"DON'T fall for DISTRACTIONS🤨Criminal Democrats SAY, POST & DO ANYTHING, ""try"" to prevent Trump🇺🇸 success ..continue prayers🙏 support Republicans across the board",0.7579,0.294,0.0,0.706
Pick judge judy,0.0,0.0,0.0,1.0
"When someone says, ""there's not a lot of opposition to him up there"" we should be scared",-0.4404,0.0,0.162,0.838
The same people who think Matt Gaetz isn't qualified to be Attorney General thought Kamala Harris was qualified to be President.,0.0,0.0,0.0,1.0
Department of homeland security employees are illegally stalking Americans and also spraying every American with chemicals via aerosol spraying. Please look into this.,0.5719,0.183,0.0,0.817
ANOTHER BULL DOG PROTECTOR ADDED TO TRUMPS TEAM,0.0,0.0,0.0,1.0
"CBS is not the mainstream media, nor the legacy media...it's the EXTINCT media.",0.0,0.0,0.0,1.0
"If I was Trump I would use the mainstream corrupt media to help me make my choices. Leak a name and measure how much they freak out and how much negative stuff comes out about the candidate, then add 10 points if the media hates on them. Subtract 10 points if the media is silent or likes them.",-0.7506,0.083,0.179,0.738
"We must keep in mind, ""It is not by chance that each event occurs. "" RAMDASS 🙏. ❤  🙏 Karen Murao",-0.1877,0.0,0.093,0.907
Just another criminal. Hope they’re happy,0.4939,0.508,0.262,0.231
"I don't remember the fake news abc having an issue with the selection of the left-wing liberal socialist communist garland to the position!
I don't remember the fake news abc and it's j bosses having an issue with the left-wing liberal socialist communist garland and the doj were politicized and weaponized to the point of suing the state of Virginia to keep 1,600 self-admitted illegal aliens and non-citizens on the voting roster! Only for the Supreme Court to strike their lawsuit down!
Does anyone remember Gabe news abc having an issue then? I don't!",0.4168,0.085,0.101,0.814
Department of homeland security employees are illegally stalking Americans and also spraying every American with chemicals via aerosol spraying. Please look into this.,0.5719,0.183,0.0,0.817
"Ms. Gaetz has legal problems with young girls? They've been working on it for sometime one guys in jail, they were party Bros!",0.2003,0.165,0.099,0.736
THE SCATTER BRAIN HAS NEVER TRIED A CASE. AMERICANS ARE IN BIG TROUBLE.   HOW DOES RESPONSIBLE  PEOPLE LET THIS HAPPEN????,-0.3313,0.1,0.159,0.74
Will Matt investigate his own sex crimes ? And post all of the tax money that was used to pay off all of the criminal activities that congress and senate have done ???   How about posting Epstein’s client list ???,-0.6966,0.0,0.135,0.865
MAGA 🇺🇸  ✨️  💯  💪,0.0,0.0,0.0,1.0
"I call it a bluff, Trump is surrounding himself again of the most corrupt zionist war mongers in congress. He picked this guy to watch his back, that's it. He won't go after the beast that feeds him.",-0.6326,0.0,0.106,0.894
Retribution. They thought they’d never lose.,0.3089,0.311,0.0,0.689
"So, trump ran to stay out of jail. Then Gaetz lobbies for himself to get the job - to stay out of jail - to run the department that puts people in jail.",0.0,0.0,0.0,1.0
I like how they pick the worst photo of him 😂 he looks like the grench in that first pic lol he might as well be to Dems lol,0.765,0.336,0.108,0.556
